S.No.,Product Name,Price,Rating,Reviews,Link,Description,ASIN,Product Description,Manufacturer
1,"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black",998,3.9,684,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDg2ODE1MDQ2MTExMzI5OjE2NzUzNjE0NzQ6c3BfYXRmOjIwMTA0MTQwMjYzNjk4OjowOjo&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361474%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1%26smid%3DA385M0TPSNV7VS,"Laptop Compatibility: Yes, Laptop size: 15.6 inches    Outer Material: Polyester, Color: Black    Water Resistance: Water resistant    Dimensions: 33 cms x 17.5 cms x 47 cms (LxWxH)    Warranty type: Manufacturer; 12 months warranty against manufacturing defects",B01LXNNFDF,Not Mentioned,Backpack International Pvt Ltd
2,"Amazon Basics - Laptop Backpack/Casual Backpack/College Bag for 15.6-inch Laptop, Water-Resistant, Lightweight, Sleek and Modern Design","1,209",1,1,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDg2ODE1MDQ2MTExMzI5OjE2NzUzNjE0NzQ6c3BfYXRmOjIwMTE1NDYwNjg3MDk4OjowOjo&url=%2FAmazon-Basics-Modern-Lightweight-Backpack%2Fdp%2FB09W4ZPP3D%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361474%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"Laptop backpack made from water-resistant, strong and durable polyester    Slim, contoured, lightweight design with quick-access compartments that ensures protection and comfort    Contains two large compartments, two easy-access front pockets, two side pockets, and two water-bottle pockets    Well-cushioned polyester pocket that stores up to 15.6-inch laptop    Cushioned shoulder strap for added comfort and well-padded back to provide support    Dimensions: 43 x 30 x 16 cm (L x W x H)    Weight: 0.76 gms",B09W4ZPP3D,"With its slim and sleek design, this laptop looks compact while offering spacious storage. Made from high-quality, water-resistant material, this backpack is perfect for work, college and travel. It fits up to a 15.6-inch laptop. It has a spacious main compartment, two quick-access front pocket, and side pockets for additional storage. The cushioning and padding provide comfort and support. This backpack is lightweight and convenient to carry.",Unknown
3,American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),"1,299",4.1,"51,370",https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1675361474&sprefix=ba%2Caps%2C283&sr=8-3,"Laptop Compatibility: No, Strap Type: Adjustable, Trolley Support: No. With Rain Cover : No    Outer Material: Polyester, Color: Black    Water Resistance: Water resistant , not Waterproof    Capacity: 32 liters; Dimensions: 31.5 x 22 x 49.5 Centimeters    Number of Wheels: 0, Number of compartments: 3    Warranty type: Manufacturer; 1 year International warranty valid for 1 year from the original date of    Mesh pockets on both sides to accommodate your sipper or bottle and umbrella    Mesh Padding on back & shoulder strap to provide comfort & better back support",B07CJCGM1M,Not Mentioned,Unknown
4,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),565,4.3,"9,226",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1675361474&sprefix=ba%2Caps%2C283&sr=8-4,"30L Capacity: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.    Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics.    Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.    Made In India: Wesley Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks    1 Year Warranty: The Wesley Business casual backpack comes with 1 year of warranty    Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.",B084JGJ8PF,"Ergonomic Contoured Shape   With a slim, sleek and compact design you will love how this backpack can look small even with a spacious storage!  



 Fits Your Laptop   Take your gadgets with you anywhere with this backpack, it has got allotted storage space that fits a laptop of upto 15.6 inches.  



 Strong and Lightweight    Designed with great quality materials that are waterproof, tough and durable, it is also lightweight and easy to maintain.",Unknown
5,Skybags Brat Black 46 Cms Casual Backpack,669,4.1,"3,368",https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1675361474&sprefix=ba%2Caps%2C283&sr=8-5,"Combination of functional & safety features in stylish design, Soft mesh back with 8 mm foam padded 2 Main Compartment, 1 Slip In Pocket inside the bag, Printed Design, Mesh bottle holder on the side,",B08Z1HHHTD,"Ideal for a college student who does not carry a lot of books or laptop to college. Very stylish, slim and feature loaded Backpack",VIP Industries Ltd
6,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),499,3.9,462,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1675361474&sprefix=ba%2Caps%2C283&sr=8-6,Material: Water Resistant Light-Weight Polyester    Compartments: 2 with padding; Laptop Size: 15.6 inch and below    Dimensions: LxWxH - 12.5 x 7.5 x 19 inches    Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders    Closure Type: Zipper,B09TPX22NF,,ADISA
7,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",699,3.9,"2,184",https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B29F66W/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1675361474&sprefix=ba%2Caps%2C283&sr=8-7,"HIGH QUALITY FABRIC: Our lightweight yet durable bags are made of 100% polyester and water resistant fabric. This casual backpack can be by boys and girls for school, college, coaching, tution, or everyday outings.    FRONT POCKET: Our trendy unisex bag pack has a front storage pocket that keeps small items neatly organized and easy to access    MESH POCKET: Our fancy and stylish backpacks have mesh pockets on both sides to accommodate your water bottle and umbrella    COMFORT: Our 26 liter bag has mesh padding on back to help carry heavy items. It also provides superior comfort with padded adjustable shoulder straps    WARRANTY: All of our bags come with 1-year International Warranty against manufacturing defects",B09B29F66W,Not Mentioned,Safari Industries
8,"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue",498,4.3,"12,104",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1675361474&sprefix=ba%2Caps%2C283&sr=8-8,"Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex    Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps    Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks    Two Side Water Bottle Pockets || One Main Compartment And A Front Pocket    Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry",B07K8KLB3P,"Ergonomic   Contoured Shape    With a slim, sleek and compact   design you will love how this backpack can look small and compact even though   it has 2 spacious compartments to store your gadgets, books, keys and even a   water bottle!  



 Fits Your   Laptop   You can take along your gadgets   with you to office, college or anywhere with this backpack, as it has got   allotted storage space that fits a laptop of up-to 15.6 inches.  



 Strong and   Lightweight    Designed with great quality   materials that are waterproof, tough and durable, this backpack is like no   other as it features a lightweight design that is easy to maintain as well.",Unknown
9,Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,889,4.3,"5,318",https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1675361474&sprefix=ba%2Caps%2C283&sr=8-9,"MATERIAL - We use Highest Quality of Artificial Leather which is Durable, Long Lasting and tested to ensure they don't peel off in just few months. The leather is also water resistant. Inner fabric lining ensured to have a soft touch feel. We use quality zips and accessories that have a long life.    Waterproof - With this unisex duffle bag, you can be rest assured that none of your belongings will be damaged by rain or accidental splashes. The interiors of this water-resistant travel duffle bag remain free from moisture even if you get caught in an unexpected shower.    Dimensions: 47 x 28 x 27 CM. Volume Capacity - 35 Litres. Huge Spacious Compartment    Design - This stylish yet utilitarian textured leatherette duffle bag can be used for corporate travel as well as to take to the gym. The Large Spacious Compartment is suitable for 3-4 days weekender or business trip, can be used as a carry-on flight bag as well.    Warranty - 100% Genuine Fur Jaden Men Bags, 10 days No Question asked replacement guarantee from the date of delivery. 6 Month Manufacturer and Seller Warranty against Manufacturing Defects",B07M9BRCQ5,The product will be an excellent pick for you. It ensures an easy maintenance.,Fur Jaden
10,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",356,4.1,"7,630",https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1675361474&sprefix=ba%2Caps%2C283&sr=8-10,"Made of multi-coated 600D polyester Material ; Water Repellent    Dimension: 26cm x 38cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters    Small Size backpack; Laptop Compatibility: No    This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more    With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books    6 months limited warranty",B088XB5XY8,Not Mentioned,Unknown
11,Half Moon 35 ltrs (33 cms)backpack(Navy Laptop Bags_navy blue),689,3.9,"14,910",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDg2ODE1MDQ2MTExMzI5OjE2NzUzNjE0NzQ6c3BfbXRmOjIwMDM0Mzk5OTYwNDk4OjowOjo&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361474%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort    COMFORT WITH QUALITY: This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers, It comes with a 9 Month Warranty. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women    PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm    BACK SUPPORT: We have designed the bag keeping your comfort in mind. Shoulder has high density padding, with 3D ventilated air foam padding to prevent sweating when you use the bag & to help you lift heavy objects easily.    OTHER FEATURES: Strong and durable zippers, 9 Months Warranty, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment (can carry laptops of size 13, 14, 15.6 & 17 inches), Reflector Logo.",B085MHDJ93,Not Mentioned,Amazing Bags
12,URBAN TRIBE Move Travel/Office/Casual/Laptop Backpack,798,3.5,10,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDg2ODE1MDQ2MTExMzI5OjE2NzUzNjE0NzQ6c3BfbXRmOjIwMTA0MTQwMjY0Mjk4OjowOjo&url=%2FURBAN-TRIBE-Move-Backpack-Repellent%2Fdp%2FB0BP1QM6W5%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361474%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA385M0TPSNV7VS,"Made with strong and premium 450D Polyester    Max padded 15.4"" Laptop compartment    Cool and stylish looks    Unique front quick access mesh pockets    Large front pocket for extra convenience",B0BP1QM6W5,"Made with strong and premium 450D Polyester Max padded 15.4"" Laptop compartment Cool and stylish looks Unique front quick access mesh pockets Large front pocket for extra convenience Available in smart colors",Backpack International Pvt Ltd
13,"TRUE HUMAN® Emperor Anti-Theft backpack With USB charging Port and anti -theft back pocket Laptop bag ,office bag ,college bags,travel bag ( legend )",699,3.7,"1,702",https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675361474&sprefix=ba%2Caps%2C283&sr=8-13,"Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.",B09QJ7ZF2Y,"Ease of Access   Multi purpose pockets Super sorted stuff It has a vibrant and stylish design, along with the added benefit of spacious interiors.  



 Anti - Theft Pocket    Hidden storage pocket for important documents like passports, tickets, cash while on the go.  



 The best in class Anti-Theft    This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality.",
14,Skybags Polypropylene 46 Cms Travel Bag(DFACN1BLU_Blue),564,4,23,https://www.amazon.in/Skybags-Polypropylene-Cms-Travel-DFACN1BLU_Blue/dp/B0B6CH21F9/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1675361474&sprefix=ba%2Caps%2C283&sr=8-14,Spacious Main compartment    Soft Grip handles    Comfertable Shoulder Strap    Easy access front pocket    Stylish Design,B0B6CH21F9,Skybags Active Nxt 25cm PU Cabin Blue Duffle Bag,"VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025"
15,Martucci 15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack(Black),565,4,"6,987",https://www.amazon.in/Martucci-Casual-Travelling-Laptop-Backpack/dp/B088B4P6ZW/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1675361474&sprefix=ba%2Caps%2C283&sr=8-15,"Durability & Design: 30L Laptop Backpack 2 Large Compartments, 1 Easy access front Pocket with 2 Mesh Side Bottle Pocket. Fabric: Light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all boys, girls, men and women.     FEATURES: Laptop Compartment (can carry laptops of size 15.6 & 17 inches), Reflective Strip makes it very useful for Bike Riders at Night.     Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.     FABRIC : Polyester, Closure Type: Zipper, Gender: Unisex Size: 18 inch X 13 inch X 7.5 inch.     Compartment Description: Up To 17 Inches; Pattern Name: Self Design; Warranty Description: Warranty Type: Manufacturer; Age Range Description: Kid; Pocket Description: Utility Pocket; Special Features: Back Padding",B088B4P6ZW,"MULTI-FUNCTION COMPARTMENT   Backpack features multiple storage compartments and features for additional supplies and accessories such as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport, and more.  



 ERGONOMIC CONTOURED SHAPE   This backpack comes with 2 Large Compartments, and 2 easy-access front pockets which help you to store your phone, tablet, wallet, books, stationery, and many more items.  



 DURABLE MATERIAL   Superior quality durable, Natural, waterproof, and anti-scratch polyester and featuring a reinforced bottom to withstand heavy use.",Martucci
16,DEIN KLEIDER Men's Nylon Messenger Bag,349,4,"4,396",https://www.amazon.in/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1675361474&sprefix=ba%2Caps%2C283&sr=8-16,"ERGONOMIC DESIGN: This ergonomic bag features zippered security pockets in the front, back and main compartment. The front pockets can be used to hold personal items like identification cards, keys and more while the extra pocket located in the back can be used for the storage of sleek items like mobile devices. The main storage pocket also has enough room to hold your gadgets, small water bottle cables, chargers etc. This bag can fit tablets and devices with screen sizes of up to 10.5.    WATER, DIRT & SLASH RESISTANT: This cross body bag by Dein Kleider is ideal for people who are adventurous and always on the go. Its padded storage is resistant to water, dirt and even a slash by sharp objects, so you dont have to worry about anything. This bag is durable and heavy duty, ensuring that your gadgets and valuables are safely stored.    CRAFTED IN INDIA: Dein Kleider cross body sling is crafted with perfection by professional Indian artisans in an elegant style that makes your presence truly class apart. Its an ideal companion for a comfortable all day carry to school/college, malls, morning walk, office and meetings. It can also be easily used as travel accessory for a train or bus journey.    Outer Material Type: Nylon",B084ZHP97M,"Spacious and convenient, ideal for use as Messenger Bag.perfect product from DEIN KLEIDER for storing in your Objects to take with you for extra storage.",
17,ADISA Light Weight Laptop Backpack 32 Ltrs,499,4,"5,547",https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1675361474&sprefix=ba%2Caps%2C283&sr=8-17,"Adjustable Shoulder Handles / Two Bottle holders / Padded Handle / Reflector Logo    Dimensions : LxWxH- 31 x 18 x 47 cms    Laptop : 15.6 inches and below (Bigger than 15.6 not recommended)    No. of Compartments : 3 with full padding    NOT INCLUDED : NO RAIN COVER, Laptop, Headphones & Cable (Images only for display)",B07F3X45WZ,"Separate Laptop Compartment   One separate laptop compartment that can hold up to 15.6 Inch Laptop. Multiple compartments and Organiser can store lots of stuff, that too organized.Its padded, adjustable shoulder straps do not put pressure on the shoulders. Foamed padded top handle is easy on your palm and fingers.  



 Large Main Compartment   Fits up to 15.6 Inch Laptops (Laptops bigger than 15.6 inches not recommended)Thin clothes, headset, books, magazine, camera, CD's, etcFor Phones, pens, keys, wallets, purses, glasses, and other small itemsDurable elasticized mesh pockets on both sides fit water bottles, a small compact umbrella, and other items  



 Earphone Slot   Made with strong yet lightweight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all with the charging system, i.e. adults, teens, boys, girls.Its padded, adjustable shoulder straps do not put pressure on the shoulders. Foamed padded top handle is easy on your palm and fingers.",ADISA
18,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,3.9,"2,126",https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1675361474&sprefix=ba%2Caps%2C283&sr=8-18,"SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort     COMFORT WITH QUALITY: This Backpack has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. It also comes with a Rain cover so that you can travel during rainy season without any problem. This backpack be used by everyone be it men? , women? , boys , girls.     SMART & TRENDY LOOKS: This Large rucksack bag is smart, trendy and stylish in looks. The multipurpose rucksack bacpack looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack.     ENDURING & LONG LASTING: This trekking backpack bag is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.;Style Name: Casual; Pocket Description: Utility Pocket; Compartment Description: Up To 17 Inches; Age Range Description: Adult;Pattern Name: Solid     OTHER FEATURES: Rain Cover, 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc",B09VCLZ3K4,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover.",Amazing Bags
19,Northzone Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,510,5,2,https://www.amazon.in/Northzone-Waterproof-Backpack-Business-Dimensions/dp/B0BS6QQZYN/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1675361474&sprefix=ba%2Caps%2C283&sr=8-19,"Care Instructions: Machine Wash    Sleek, Stylish and Premium: Heavy duty ultra premium bag with exterior dimensions 44x29x15 cms. Made of Durable Polyester Fabric with Double zippers. sturdy durable, scratch resistant.; Multi Utility Bag: It is not only a student backpack, but also can be used as a business/work backpack, travelling, office, computer bag, hiking bag, daily bag and a lot more.    Storage Space: There is a separate laptop compartment inside the backpack that can hold upto 15.6 inches laptop. The internal packaging compartment and external pockets can hold daily necessities, keeping your items organized and easier to find.    Quick Storage: The front and side zipper pockets of the backpack are convenient for storing tablets, diaries, pens and pencils, smartphones, cards, change, etc. The side pockets of the backpack are convenient for storing compact umbrellas and other small items.",B0BS6QQZYN,"Care Instructions: Do not expose to extreme heat The Hype 1 Casual Backpack from Northzone Sport features an elegant look and feel. It is a perfect every day carry for speedy city commutes, college or school. Keeping it unique and stylish, this Northzone backpack features a versatile shaded design with the Northzone logo print on the face of the bag. Sturdy, spacious and elegant are the spirit of this backpack. Plenty of Space & Pockets: This college bags for girls and boys features two spacious compartments that can each fit book, iPad, A4 size files, lunch box, light clothes, school supplies & accessories. It also features a zip compartment with multiple organizer pockets for keys, pens, pencils, cell phone, power bank, etc. The twin mesh pockets on each side helps pack in a water bottle and a compact umbrella. Lightweight & Sturdy: This school bags for girls and boys features a multi ventilated 10mm robust mesh padding that provides maximum back support. The straps are breathable, padded and adjustable that helps to relieve the stress on your shoulder. The top of the backpack features a webbing loop top handle that helps in carrying the backpack with ease. External Dimension: Length – 33cm, Width – 21cm, Height – 49cm, Weight – 1,000 grams. Capacity – 34 litres. Laptop Compatibility – yes",SHABA BAGS
20,"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",999,3.9,710,https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1675361474&sprefix=ba%2Caps%2C283&sr=8-20,"Innovative Design: AirCase Laptop Backpack is made of Premium Vegan Leather for your 15.6 Inch Laptop. This Laptop Backpack has 2 Front Pocket and 2 Main Compartment for Laptop, Tablet and other Main compartment for wallets dairy, clothes, etc. There is two way Cortical Tail Zipper with leather pull tail, Fashionable and Novel, keeping up with the current trend.    Large Storage: There is 2 Main Compartment One for 15.6 inch Laptop, Tablet with a secure Velcro closure and other for main compartment for your other belonging like Cloth, Wallet, Book, Diary, etc. There is also 2 front zipper pocket for Mobile, Charger, Power Adapter, Cable, Power Bank, Keys etc.convenient to carry at school college office travelling for students boys girls    Light weight & Durable: It is made of Premium Vegan Leather for 15.6 inch laptop. Ruggedized water-resistant base helps to protect from the elements. Water Resistant Base which protect your belonging from getting wet. waterproof latest smart stylish spacious rucksack luggage tourist travel bagpack.    Shoulder Straps: Breathable Mesh Padding at back which is design for back relief and shoulder straps for extra comfort with adjustable side straps for a better fit.    Specifications:- Work with -15.6"" Laptops and Under, CAPACITY- 22L, DIMENSIONS – 46-cm X 29-cm X 19-cm, WEIGHT - 0.58 kg, WARRANTY – 1 Year under Manufacturing Defect Only.",B07QN4KXWG,"Contoured padded mesh back panel and shoulder straps for Extra Comfort. It helps to get relief from stress over shoulders while carry heavy weight.  



 It features a dedicated space for up to 15.6” laptop and iPad/tablet with a secure velcro closure. Extra padded layer protects your laptop from major impacts.  



 Main compartment has plenty of space for clothes, wallet, diary, etc.",AirCase
21,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,899,3.9,"8,758",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNDg2ODE1MDQ2MTExMzI5OjE2NzUzNjE0NzQ6c3BfYnRmOjIwMDI4MzQ3OTY5Nzk4OjowOjo&url=%2FLunars-Bingo-Laptop-Resistant-48L%2Fdp%2FB08YZ5XY31%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675361474%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"?WATER RESISTANT WITH 1 YEAR WARRANTY - Stylish and durable unisex travel laptop backpack that is your perfect travel partner. Size: 20 inch X 13.5 inch X 9.5 inch. Capacity : 48 liters. Backpack is made of high grade water resistant polyester material that gives it strength and durable for long-term use. 12 months warranty for any manufacturing defects     ?MADE IN INDIA - This “MAKE IN INDIA” Product features 3 large zippered compartments, 1 zip pocket at front, 2 side bottle pockets. This is a perfect laptop, office, school, college bag for men, women, boys and girls     ?PADDED LAPTOP SLEEVE AND INTERNAL ORGANISER : Padded Laptop sleeve with holder to secure upto 15.6"" Laptops. Compatible with laptops like HP / Lenovo / Acer / ASUS / Dell. Internal organiser to neatly organise and store your keys, cables, stationary and other valuables from theft     ?1 YEAR WARRANTY - We offer 1 Year warranty for any manufacturing defects; ?BEST BACK SUPPORT - We have designed the bag keeping your comfort in mind. Shoulder has 12MM high density padding, with 3D ventilated air foam padding to prevent sweating when you use the bag; Pattern Name: Solid; Age Range Description: Adult; Color Name: Mblue; Special Features: Laptop Compartment; Pattern Name: Solid; Age Range Description: Adult     Style Name: Casual Backpack; Compartment Description: Up To 15 Inches",B08YZ5XY31,Not Mentioned,"Akshaya Rubbers, Hebbal Industrial Area, Mysore"
